,Albanian,Parameter,Bulgarian,Hungarian,Romanian
694,druzyari,firewood,darvazagorene,tzifa,
695,kumur,charcoal,darvenivaglista,faszen,
696,eri,person,covek,egyen,om
697,eri,person,covek,ember,om
698,bur,manvs.woman,maz,ferfi,barbat
699,bur,manvs.woman,maz,ferfi,om
700,grua,woman,zena,aszszony,femeie
701,grua,woman,zena,n,femeie
702,maskul,male,mazki,him,barbtesc
703,femr,female,zenski,nnemu,femeiesc
704,dyal,boy,momce,fiu,baiat
705,dyal,boy,momce,fiu,fat
706,bir,boy,momce,fiu,baiat
707,bir,boy,momce,fiu,fat
708,cun,boy,momce,fiu,baiat
709,cun,boy,momce,fiu,fat
710,dyal,youngmanadolescent,junosa,ifyu,
711,dyal,youngmanadolescent,junosa,fiatalember,
712,vayz,girl,momice,leany,fata
713,nuse,youngwomanadolescent,devojka,kisaszszony,
714,fmiy,child,dete,gyermek,copil
715,fos,infant,bebe,czeczem,copilas
716,fos,infant,bebe,czeczem,prunc
717,fos,infant,bebe,kisbaba,copilas
718,fos,infant,bebe,kisbaba,prunc
719,fos,infant,pelenace,czeczem,copilas
720,fos,infant,pelenace,czeczem,prunc
721,fos,infant,pelenace,kisbaba,copilas
722,fos,infant,pelenace,kisbaba,prunc
723,fos,infant,mladenec,czeczem,copilas
724,fos,infant,mladenec,czeczem,prunc
725,fos,infant,mladenec,kisbaba,copilas
726,fos,infant,mladenec,kisbaba,prunc
727,fos,infant,karmace,czeczem,copilas
728,fos,infant,karmace,czeczem,prunc
729,fos,infant,karmace,kisbaba,copilas
730,fos,infant,karmace,kisbaba,prunc
731,bur,husband,saprug,fery,sot
732,bur,husband,maz,fery,sot
733,grua,wife,sapruga,feleseg,sotie
734,grua,wife,sapruga,feleseg,nevasta
735,grua,wife,zena,feleseg,sotie
736,grua,wife,zena,feleseg,nevasta
737,martohet,marry,ozenvamse,meghazasodik,secastori
738,martohet,marry,ozenvamse,meghazasodik,seinsura
739,martohet,marry,ozenvamse,meghazasodik,semarita
740,martohet,marry,omazvamse,meghazasodik,secastori
741,martohet,marry,omazvamse,meghazasodik,seinsura
742,martohet,marry,omazvamse,meghazasodik,semarita
743,martes,marriage,brak,hazassag,casatorie
744,martes,marriage,brak,hazassag,nunta
745,martes,marriage,zenitba,hazassag,casatorie
746,martes,marriage,zenitba,hazassag,nunta
747,martes,marriage,brakosacetanie,hazassag,casatorie
748,martes,marriage,brakosacetanie,hazassag,nunta
749,martes,marriage,svatba,hazassag,casatorie
750,martes,marriage,svatba,hazassag,nunta
751,martes,marriage,vencavane,hazassag,casatorie
752,martes,marriage,vencavane,hazassag,nunta
753,martes,marriage,vencavka,hazassag,casatorie
754,martes,marriage,vencavka,hazassag,nunta
755,dasm,marriage,brak,hazassag,casatorie
756,dasm,marriage,brak,hazassag,nunta
757,dasm,marriage,zenitba,hazassag,casatorie
758,dasm,marriage,zenitba,hazassag,nunta
759,dasm,marriage,brakosacetanie,hazassag,casatorie
760,dasm,marriage,brakosacetanie,hazassag,nunta
761,dasm,marriage,svatba,hazassag,casatorie
762,dasm,marriage,svatba,hazassag,nunta
763,dasm,marriage,vencavane,hazassag,casatorie
764,dasm,marriage,vencavane,hazassag,nunta
765,dasm,marriage,vencavka,hazassag,casatorie
766,dasm,marriage,vencavka,hazassag,nunta
767,skurorzon,divorce,razvod,valas,
768,baba,father,basta,apa,tata
769,at,father,basta,apa,tata
770,nn,mother,majka,anya,mama
771,prindr,parents,roditeli,szulk,parin
772,bir,son,sin,fiu,fiu
773,dyal,son,sin,fiu,fiu
774,biy,daughter,dasterja,leany,fic
775,vla,brother,brat,fiver,frate
776,ap,olderbrother,bate,batya,
777,ap,olderbrother,batjo,batya,
778,ap,olderbrother,batko,batya,
779,ap,olderbrother,baj,batya,
780,lal,olderbrother,bate,batya,
781,lal,olderbrother,batjo,batya,
782,lal,olderbrother,batko,batya,
783,lal,olderbrother,baj,batya,
784,motr,sister,sestra,nver,sora
785,loe,youngersister,pomalkasestra,hug,
786,biak,twins,bliznaci,ikrek,
787,gu,grandfather,djado,nagyapa,tatamare
788,gu,grandfather,djado,nagyapa,bunic
789,plak,oldman,starec,oregember,
790,plak,oldman,djado,oregember,
791,gue,grandmother,baba,nagyanya,mamamare
792,gue,grandmother,baba,nagyanya,bunica
793,plak,oldwoman,starica,oregaszszony,
794,plak,oldwoman,baba,oregaszszony,
795,nip,grandson,vnuk,fiuunoka,nepot
796,mbes,granddaughter,vnucka,leanyunoka,nepoata
797,aa,uncle,cico,nagybaczi,unchiu
798,day,uncle,cico,nagybaczi,unchiu
799,day,mothersbrother,vujco,anyainagybaczi,
800,aa,fathersbrother,cico,apainagybaczi,
801,teze,aunt,lelja,nagyneni,matu
802,hal,aunt,lelja,nagyneni,matu
803,teze,motherssister,vujna,nagynenianyai,
804,hal,fatherssister,tetka,nagyneniapai,
805,hal,fatherssister,lelja,nagyneniapai,
806,nip,nephew,plemennik,unokaocz,nepot
807,mbes,niece,plemennica,unokahug,nepoata
808,kusri,cousin,bratovced,unokatestver,var
809,kusri,cousin,bratovced,unokatestver,vara
810,kusri,cousin,bratovced,unokatestver,verisor
811,kusri,cousin,bratovced,unokatestver,verisoar
812,prnik,ancestors,praroditeli,sok,stramosi
813,prnik,ancestors,praroditeli,sok,strabuni
814,prnik,ancestors,praroditeli,eldok,stramosi
815,prnik,ancestors,praroditeli,eldok,strabuni
816,prnik,ancestors,praotci,sok,stramosi
817,prnik,ancestors,praotci,sok,strabuni
818,prnik,ancestors,praotci,eldok,stramosi
819,prnik,ancestors,praotci,eldok,strabuni
820,gur,ancestors,praroditeli,sok,stramosi
821,gur,ancestors,praroditeli,sok,strabuni
822,gur,ancestors,praroditeli,eldok,stramosi
823,gur,ancestors,praroditeli,eldok,strabuni
824,gur,ancestors,praotci,sok,stramosi
825,gur,ancestors,praotci,sok,strabuni
826,gur,ancestors,praotci,eldok,stramosi
827,gur,ancestors,praotci,eldok,strabuni
828,trgimtr,descendants,potomci,leszarmazottak,descendenti
829,trgimtr,descendants,potomci,leszarmazottak,coboritori
830,pasars,descendants,potomci,leszarmazottak,descendenti
831,pasars,descendants,potomci,leszarmazottak,coboritori
832,vyeh,fatherinlawofaman,tast,apos,socru
833,vyeh,motherinlawofaman,tasta,anyos,socra
834,ndr,soninlawofaman,zet,v,ginere
835,nuse,daughterinlawofaman,snaxa,meny,nora
836,erk,stepfather,vtoribasta,mostohapa,tatavitreg
837,kaflor,stepfather,vtoribasta,mostohapa,tatavitreg
838,vitrk,stepfather,vtoribasta,mostohapa,tatavitreg
839,erk,stepmother,mastexa,mostohanya,mamavitreg
840,vitrke,stepmother,mastexa,mostohanya,mamavitreg
841,yetr,stepson,doveden,mostohafiu,fiuvitreg
842,postrk,stepson,doveden,mostohafiu,fiuvitreg
843,birigetur,stepson,doveden,mostohafiu,fiuvitreg
844,dyligetur,stepson,doveden,mostohafiu,fiuvitreg
845,biyegetur,stepdaughter,dovedena,mostohaleany,fatavitreg
846,vayzegetur,stepdaughter,dovedena,mostohaleany,fatavitreg
847,boak,orphan,sirak,arva,orfan
848,boak,orphan,sirak,arva,orfana
849,boak,orphan,sirace,arva,orfan
850,boak,orphan,sirace,arva,orfana
851,boar,orphan,sirak,arva,orfan
852,boar,orphan,sirak,arva,orfana
853,boar,orphan,sirace,arva,orfan
854,boar,orphan,sirace,arva,orfana
855,yetim,orphan,sirak,arva,orfan
856,yetim,orphan,sirak,arva,orfana
857,yetim,orphan,sirace,arva,orfan
858,yetim,orphan,sirace,arva,orfana
859,ve,widow,vdovica,ozvegy,vaduv
860,veyan,widower,vdovec,ozvegyember,
861,ve,widower,vdovec,ozvegyember,
862,erzi,relatives,rodnini,rokon,rude
863,erzi,relatives,rodstvenici,rokon,rude
864,familye,family,semejstvo,czalad,familie
865,familye,family,familija,czalad,familie
866,un,I,az,en,
867,ti,yousingular,ti,te,
868,ti,yousingular,vie,te,
869,ai,he,toj,,
870,ai,he,toj,az,
871,ne,we,nie,mi,
872,yu,youplural,vie,ti,
873,ata,they,te,k,
874,ato,they,te,k,
875,kafs,animal,zivotno,allat,animal
876,kafs,animal,zivotno,allat,bestie
877,kafs,animal,dobice,allat,animal
878,kafs,animal,dobice,allat,bestie
879,bis,animal,zivotno,allat,animal
880,bis,animal,zivotno,allat,bestie
881,bis,animal,dobice,allat,animal
882,bis,animal,dobice,allat,bestie
883,maskul,maleadj,mazki,him,barbatesc
884,maskul,maleadj,mazkar,him,barbatesc
885,maskul,maleadj,samec,him,barbatesc
886,femr,femaleadj,zenska,nsteny,femeiesc
887,femr,femaleadj,zenski,nsteny,femeiesc
888,femr,femaleadj,samka,nsteny,femeiesc
889,bagti,livestock,dobitak,allatallomany,vite
890,bagti,livestock,dobitak,allatallomany,dobitoc
891,blegtori,livestock,dobitak,allatallomany,vite
892,blegtori,livestock,dobitak,allatallomany,dobitoc
893,kulot,pasture,pasa,legel,paste
894,kulot,pasture,pasbiste,legel,paste
895,kulot,pasture,pasiste,legel,paste
896,mera,pasture,pasa,legel,paste
897,mera,pasture,pasbiste,legel,paste
898,mera,pasture,pasiste,legel,paste
899,bari,herdsman,pastir,pasztor,cioban
900,bari,herdsman,pastir,pasztor,pastor
901,bari,herdsman,govedar,pasztor,cioban
902,bari,herdsman,govedar,pasztor,pastor
903,grazd,stable,konjusna,istallo,staul
904,grazd,stable,konjusna,istallo,grajd
905,grazd,stable,obor,istallo,staul
906,grazd,stable,obor,istallo,grajd
907,grazd,stable,kravarnik,istallo,staul
908,grazd,stable,kravarnik,istallo,grajd
909,hayat,stable,konjusna,istallo,staul
910,hayat,stable,konjusna,istallo,grajd
911,hayat,stable,obor,istallo,staul
912,hayat,stable,obor,istallo,grajd
913,hayat,stable,kravarnik,istallo,staul
914,hayat,stable,kravarnik,istallo,grajd
915,ge,cattlebovine,goveda,marha,vite
916,ge,cattlebovine,edardobitak,marha,vite
917,bagtietra,cattlebovine,goveda,marha,vite
918,bagtietra,cattlebovine,edardobitak,marha,vite
919,mesk,bull,bik,bika,taur
920,terak,bull,bik,bika,taur
921,ka,ox,vol,okor,bou
922,lop,cow,krava,tehen,vaca
923,vic,calf,tele,boryu,vitel
924,dele,sheep,ovca,yuh,oaie
925,dele,sheep,ovca,birka,oaie
926,en,sheep,ovca,yuh,oaie
927,en,sheep,ovca,birka,oaie
928,das,ram,oven,kos,berbec
929,das,ram,oven,uru,berbec
930,das,ram,oven,yuh,berbec
931,das,ram,koc,kos,berbec
932,das,ram,koc,uru,berbec
933,das,ram,koc,yuh,berbec
934,dele,ewe,ovca,nstenyyuh,oaie
935,keng,lamb,agne,kisbarany,micl
936,i,boar,nerez,vaddiszno,vier
937,i,boar,sopar,vaddiszno,vier
938,i,boar,gligan,vaddiszno,vier
939,dos,sow,svinja,diszno,scroafa
940,dos,sow,svinja,diszno,purcea
941,dos,sow,svinja,diszno,semana
942,dos,sow,svinja,diszno,samina
943,dos,sow,svinja,sertes,scroafa
944,dos,sow,svinja,sertes,purcea
945,dos,sow,svinja,sertes,semana
946,dos,sow,svinja,sertes,samina
947,dos,sow,svinja,vet,scroafa
948,dos,sow,svinja,vet,purcea
949,dos,sow,svinja,vet,semana
950,dos,sow,svinja,vet,samina
951,dos,sow,svinjamajka,diszno,scroafa
952,dos,sow,svinjamajka,diszno,purcea
953,dos,sow,svinjamajka,diszno,semana
954,dos,sow,svinjamajka,diszno,samina
955,dos,sow,svinjamajka,sertes,scroafa
956,dos,sow,svinjamajka,sertes,purcea
957,dos,sow,svinjamajka,sertes,semana
958,dos,sow,svinjamajka,sertes,samina
959,dos,sow,svinjamajka,vet,scroafa
960,dos,sow,svinjamajka,vet,purcea
961,dos,sow,svinjamajka,vet,semana
962,dos,sow,svinjamajka,vet,samina
963,dos,sow,seja,diszno,scroafa
964,dos,sow,seja,diszno,purcea
965,dos,sow,seja,diszno,semana
966,dos,sow,seja,diszno,samina
967,dos,sow,seja,sertes,scroafa
968,dos,sow,seja,sertes,purcea
969,dos,sow,seja,sertes,semana
970,dos,sow,seja,sertes,samina
971,dos,sow,seja,vet,scroafa
972,dos,sow,seja,vet,purcea
973,dos,sow,seja,vet,semana
974,dos,sow,seja,vet,samina
975,ine,sow,svinja,diszno,scroafa
976,ine,sow,svinja,diszno,purcea
977,ine,sow,svinja,diszno,semana
978,ine,sow,svinja,diszno,samina
979,ine,sow,svinja,sertes,scroafa
980,ine,sow,svinja,sertes,purcea
981,ine,sow,svinja,sertes,semana
982,ine,sow,svinja,sertes,samina
983,ine,sow,svinja,vet,scroafa
984,ine,sow,svinja,vet,purcea
985,ine,sow,svinja,vet,semana
986,ine,sow,svinja,vet,samina
987,ine,sow,svinjamajka,diszno,scroafa
988,ine,sow,svinjamajka,diszno,purcea
989,ine,sow,svinjamajka,diszno,semana
990,ine,sow,svinjamajka,diszno,samina
991,ine,sow,svinjamajka,sertes,scroafa
992,ine,sow,svinjamajka,sertes,purcea
993,ine,sow,svinjamajka,sertes,semana
994,ine,sow,svinjamajka,sertes,samina
995,ine,sow,svinjamajka,vet,scroafa
996,ine,sow,svinjamajka,vet,purcea
997,ine,sow,svinjamajka,vet,semana
998,ine,sow,svinjamajka,vet,samina
999,ine,sow,seja,diszno,scroafa
1000,ine,sow,seja,diszno,purcea
1001,ine,sow,seja,diszno,semana
1002,ine,sow,seja,diszno,samina
1003,ine,sow,seja,sertes,scroafa
1004,ine,sow,seja,sertes,purcea
1005,ine,sow,seja,sertes,semana
1006,ine,sow,seja,sertes,samina
1007,ine,sow,seja,vet,scroafa
1008,ine,sow,seja,vet,purcea
1009,ine,sow,seja,vet,semana
1010,ine,sow,seja,vet,samina
1011,mbyel,sow,svinja,diszno,scroafa
1012,mbyel,sow,svinja,diszno,purcea
1013,mbyel,sow,svinja,diszno,semana
1014,mbyel,sow,svinja,diszno,samina
1015,mbyel,sow,svinja,sertes,scroafa
1016,mbyel,sow,svinja,sertes,purcea
1017,mbyel,sow,svinja,sertes,semana
1018,mbyel,sow,svinja,sertes,samina
1019,mbyel,sow,svinja,vet,scroafa
1020,mbyel,sow,svinja,vet,purcea
1021,mbyel,sow,svinja,vet,semana
1022,mbyel,sow,svinja,vet,samina
1023,mbyel,sow,svinjamajka,diszno,scroafa
1024,mbyel,sow,svinjamajka,diszno,purcea
1025,mbyel,sow,svinjamajka,diszno,semana
1026,mbyel,sow,svinjamajka,diszno,samina
1027,mbyel,sow,svinjamajka,sertes,scroafa
1028,mbyel,sow,svinjamajka,sertes,purcea
1029,mbyel,sow,svinjamajka,sertes,semana
1030,mbyel,sow,svinjamajka,sertes,samina
1031,mbyel,sow,svinjamajka,vet,scroafa
1032,mbyel,sow,svinjamajka,vet,purcea
1033,mbyel,sow,svinjamajka,vet,semana
1034,mbyel,sow,svinjamajka,vet,samina
1035,mbyel,sow,seja,diszno,scroafa
1036,mbyel,sow,seja,diszno,purcea
1037,mbyel,sow,seja,diszno,semana
1038,mbyel,sow,seja,diszno,samina
1039,mbyel,sow,seja,sertes,scroafa
1040,mbyel,sow,seja,sertes,purcea
1041,mbyel,sow,seja,sertes,semana
1042,mbyel,sow,seja,sertes,samina
1043,mbyel,sow,seja,vet,scroafa
1044,mbyel,sow,seja,vet,purcea
1045,mbyel,sow,seja,vet,semana
1046,mbyel,sow,seja,vet,samina
1047,der,pig,prase,malac,purcel
1048,i,goat,koza,keczke,capra
1049,cyap,hegoat,kozel,bakkeczke,tap
1050,kec,kid,kozle,keczkegida,caprioara
1051,kec,kid,jare,keczkegida,caprioara
1052,kal,horseequine,kon,lomen,cal
1053,hamsor,stallion,zrebec,czdor,armasar
1054,hamsor,stallion,zrebec,men,armasar
1055,at,stallion,zrebec,czdor,armasar
1056,at,stallion,zrebec,men,armasar
1057,pel,mare,kobila,kanca,iapa
1058,mz,foal,konce,cziko,minz
1059,mz,foal,zrebce,cziko,minz
1060,gomar,ass,magare,szamar,asin
1061,gomar,ass,magare,szamar,magar
1062,gomar,ass,osel,szamar,asin
1063,gomar,ass,osel,szamar,magar
1064,magar,ass,magare,szamar,asin
1065,magar,ass,magare,szamar,magar
1066,magar,ass,osel,szamar,asin
1067,magar,ass,osel,szamar,magar
1068,musk,mule,katar,oszver,catir
1069,musk,mule,mule,oszver,catir
1070,spend,fowl,ptica,haziszarnyas,
1071,spend,fowl,ptica,baromfi,
1072,gel,cock,petel,kakas,cocos
1073,pul,hen,kokoska,tyuk,gain
1074,pul,chicken,pile,czibe,puiudegain
1075,kluk,chicken,pile,czibe,puiudegain
1076,pat,goose,gaska,liba,gisc
1077,ros,duck,patica,kacza,rat
1078,cere,nest,gnezdo,feszek,
1079,cere,nest,polog,feszek,
1080,zog,bird,ptica,madar,pasare
1081,zog,bird,pticka,madar,pasare
1082,peskar,seagull,cajka,siraly,
1083,sklop,seagull,cajka,siraly,
1084,pulbara,seagull,cajka,siraly,
1085,cafk,heron,capla,koczag,
1086,gat,heron,capla,koczag,
1087,skipe,eagle,orel,sas,
1088,skab,eagle,orel,sas,
1089,skipo,eagle,orel,sas,
1090,sahin,hawk,jastreb,solyom,
1091,girak,hawk,jastreb,solyom,
1092,hutoy,vulture,lesojad,dogev,
1093,grif,vulture,lesojad,dogev,
1094,lakurik,bat,prilep,denever,
1095,golomes,bat,prilep,denever,
1096,fletrac,bat,prilep,denever,
1097,papagal,parrot,papagal,papagay,
1098,sor,crow,vrana,varyu,
1099,sor,crow,garga,varyu,
1100,galof,crow,vrana,varyu,
1101,galof,crow,garga,varyu,
1102,kumri,dove,galab,galamb,
1103,plumb,dove,galab,galamb,
1104,vid,dove,galab,galamb,
1105,buf,owl,buxal,bagoly,
1106,buf,owl,kukumjavka,bagoly,
1107,buf,owl,sova,bagoly,
1108,hut,owl,buxal,bagoly,
1109,hut,owl,kukumjavka,bagoly,
1110,hut,owl,sova,bagoly,
1111,kok,owl,buxal,bagoly,
1112,kok,owl,kukumjavka,bagoly,
1113,kok,owl,sova,bagoly,
1114,ken,dog,kuce,kutya,ciine
1115,ken,dog,kuce,eb,ciine
1116,lepur,rabbit,zaek,nyul,
1117,mace,cat,kotka,maczka,pisica
1118,mi,mouse,miska,eger,soarece
1119,mi,mouse,miska,patkany,soarece
1120,mi,mouse,plax,eger,soarece
1121,mi,mouse,plax,patkany,soarece
1122,pesk,fish,riba,hal,peste
1123,pend,findorsal,perka,uszony,
1124,lvore,fishscale,ljuspa,pikkely,
1125,kresk,fishscale,ljuspa,pikkely,
1126,lpisk,fishscale,ljuspa,pikkely,
1127,grisk,fishscale,ljuspa,pikkely,
1128,velz,gill,xrile,kopoltyu,
1129,guask,shell,cerupka,kagyulo,
1130,guask,shell,rakovina,kagyulo,
1131,peskaken,shark,akula,capa,
1132,skain,shark,akula,capa,
1133,ulzak,shark,akula,capa,
1134,delfin,porpoise,delfin,delfin,
1135,balen,whale,kit,balna,
1136,balen,whale,kit,cet,
1137,bistmi,stingray,,raya,
1138,bistaake,stingray,,raya,
1139,ngal,freshwatereel,zmiorka,edesviziangolna,
1140,uyk,wolf,valk,farkas,lup
1141,ulk,wolf,valk,farkas,lup
1142,luan,lion,lav,oroszlan,leu
1143,ari,bear,mecka,medve,urs
1144,elpr,fox,lisica,roka,vulpe
1145,dre,deer,elen,szarvas,cerb
1146,dre,deer,sarna,szarvas,cerb
1147,maymun,monkey,majmuna,mayom,maimut
1148,elefant,elephant,slon,elefant,elefant
1149,deve,camel,kamila,teve,camil
1150,gamile,camel,kamila,teve,camil
1151,kand,insect,nasekomo,rovar,
1152,insekt,insect,nasekomo,rovar,
1153,mor,louse,vaska,tet,
1154,z,nitlouseegg,gnida,tetpete,
1155,argul,nitlouseegg,gnida,tetpete,
1156,plest,flea,balxa,bolha,
1157,laravie,centipede,stonozka,szazlabu,
1158,miriapod,centipede,stonozka,szazlabu,
1159,akrep,scorpion,skorpion,skorpio,
1160,sfurk,scorpion,skorpion,skorpio,
1161,prolak,scorpion,skorpion,skorpio,
1162,catal,scorpion,skorpion,skorpio,
1163,grepc,scorpion,skorpion,skorpio,
1164,skrap,scorpion,skorpion,skorpio,
1165,buburec,cockroach,xlebarka,porosz,
1166,abras,cockroach,xlebarka,porosz,
1167,milingon,ant,mravka,hangya,
1168,mizeu,ant,mravka,hangya,
1169,mrag,ant,mravka,hangya,
1170,merimang,spider,pajak,pok,
1171,cerg,spiderweb,pajazina,pokhalo,
1172,mak,spiderweb,pajazina,pokhalo,
1173,cerimang,spiderweb,pajazina,pokhalo,
1174,strap,spiderweb,pajazina,pokhalo,
1175,pezik,spiderweb,pajazina,pokhalo,
1176,endz,spiderweb,pajazina,pokhalo,
1177,payazin,spiderweb,pajazina,pokhalo,
1178,blet,bee,pcela,meh,albina
1179,dul,beeswax,pcelenvosak,mehviasz,
1180,zgua,beehive,pcelenkoser,mehkas,
1181,zgua,beehive,pcelenkoser,kaptar,
1182,korube,beehive,pcelenkoser,mehkas,
1183,korube,beehive,pcelenkoser,kaptar,
1184,keng,beehive,pcelenkoser,mehkas,
1185,keng,beehive,pcelenkoser,kaptar,
1186,grerz,wasp,osa,darazs,
1187,arz,wasp,osa,darazs,
1188,miz,fly,muxa,legy,musca
1189,miz,fly,muxa,legy,sbura
1190,miz,fly,muxa,repul,musca
1191,miz,fly,muxa,repul,sbura
1192,miz,fly,letja,legy,musca
1193,miz,fly,letja,legy,sbura
1194,miz,fly,letja,repul,musca
1195,miz,fly,letja,repul,sbura
1196,fluturon,fly,muxa,legy,musca
1197,fluturon,fly,muxa,legy,sbura
1198,fluturon,fly,muxa,repul,musca
1199,fluturon,fly,muxa,repul,sbura
1200,fluturon,fly,letja,legy,musca
1201,fluturon,fly,letja,legy,sbura
1202,fluturon,fly,letja,repul,musca
1203,fluturon,fly,letja,repul,sbura
1204,pickat,sandflymidge,musica,szunyog,
1205,pickat,sandflymidge,musicka,szunyog,
1206,pickat,sandflymidge,komarce,szunyog,
1207,musko,mosquito,komar,moszkito,
1208,pickat,mosquito,komar,moszkito,
1209,krimb,worm,cervej,kukac,vierme
1210,krimb,worm,cervej,fereg,vierme
1211,gyarpr,snake,zmija,kigyo,sarpe
1212,bol,snake,zmija,kigyo,sarpe
1213,suval,snake,zmija,kigyo,sarpe
1214,sigetul,snake,zmija,kigyo,sarpe
1215,dzidzloy,firefly,svetulka,szentyanosbogar,
1216,flutur,butterfly,peperuda,lepke,
1217,flutur,butterfly,peperuda,pillango,
1218,karklec,grasshopper,skakalec,szoczke,
1219,krmil,snail,oxljuv,cziga,
1220,ligavec,snail,oxljuv,cziga,
1221,bretkoc,frog,zaba,beka,
1222,bretk,frog,zaba,beka,
1223,zab,frog,zaba,beka,
1224,harye,lizard,guster,gyik,
1225,zapi,lizard,guster,gyik,
1226,guster,lizard,guster,gyik,
1227,krokodil,crocodile,krokodil,krokodil,
1228,krokodil,crocodile,krokodil,alligator,
1229,krokodil,crocodile,aligator,krokodil,
1230,krokodil,crocodile,aligator,alligator,
1231,bresk,turtle,morskakostenurka,teknsbeka,
1232,trup,body,tjalo,test,corp
1233,stat,body,tjalo,test,corp
1234,lkur,skin,koza,br,piele
1235,mis,flesh,plat,hus,carne
1236,flok,hairhead,kosa,hayszal,par
1237,le,hairhead,kosa,hayszal,par
1238,myekr,beard,brada,szakall,barba
1239,le,bodyhair,kosmi,szrzet,
1240,kime,bodyhair,kosmi,szrzet,
1241,le,pubichair,okosmenienapoloviteorgani,nemiszrzet,
1242,pubis,pubichair,okosmenienapoloviteorgani,nemiszrzet,
1243,zbok,dandruff,parxot,haykorpa,
1244,pah,dandruff,parxot,haykorpa,
1245,pal,dandruff,parxot,haykorpa,
1246,vrok,dandruff,parxot,haykorpa,
1247,ryep,dandruff,parxot,haykorpa,
1248,gak,blood,krav,ver,singe
1249,damar,vein,vena,vena,
1250,damar,vein,vena,uter,
1251,damar,vein,arterija,vena,
1252,damar,vein,arterija,uter,
1253,kock,bone,kost,czont,os
1254,bri,rib,rebro,borda,coasta
1255,bri,horn,rog,szarv,corn
1256,bri,horn,rog,kurt,corn
1257,bri,horn,rog,cz,corn
1258,bri,horn,korna,szarv,corn
1259,bri,horn,korna,kurt,corn
1260,bri,horn,korna,cz,corn
1261,bri,horn,trompet,szarv,corn
1262,bri,horn,trompet,kurt,corn
1263,bri,horn,trompet,cz,corn
1264,bri,horn,kornet,szarv,corn
1265,bri,horn,kornet,kurt,corn
1266,bri,horn,kornet,cz,corn
1267,bori,horn,rog,szarv,corn
1268,bori,horn,rog,kurt,corn
1269,bori,horn,rog,cz,corn
1270,bori,horn,korna,szarv,corn
1271,bori,horn,korna,kurt,corn
1272,bori,horn,korna,cz,corn
1273,bori,horn,trompet,szarv,corn
1274,bori,horn,trompet,kurt,corn
1275,bori,horn,trompet,cz,corn
1276,bori,horn,kornet,szarv,corn
1277,bori,horn,kornet,kurt,corn
1278,bori,horn,kornet,cz,corn
